CLASE_LIB;AUTOR;AUTOR_PRINCIPAL;AÑO_EDICION;TITULO;EDITOR;TIPO;TAMAÑO;NUMCOLECCION
Aperturas;Geller Efim;Geller Efim;1980;Kings Indian Defence;Ed Batsford;pdf;4;
Aperturas;Geller Efim;Geller Efim;1982;Queen's Indian Defence;Ed Batsford;pdf;13.4;
Aperturas;Georgiev Kiril;Georgiev Kiril;2010;Squeezing the Gambits the Benko Budapest, Albin and Blumenfeld;Ed Chess Stars;pdf;4.8;
Aperturas;Georgiev Kiril;Georgiev Kiril;2017;Fighting the London system a black repertoire;Ed Chess Stars;pdf;3.4;
Aperturas;Georgiev Kiril;Georgiev Kiril;2019;The Modern English.Vol 1;Ed Chess Stars;pdf;28.7;
Aperturas;Georgiev Kiril;Georgiev Kiril;2019;The Modern English.Vol 2;Ed Chess Stars;pdf;20.2;
Aperturas;Gligoric Svetozar;Gligoric Svetozar;2002;La Variante Mar Del Plata;Ed Tutor;pdf;5.1;
Aperturas;Gligoric Svetozar;Gligoric Svetozar;2002;The Kings Indian Defence Mar Del Plata Variation;Ed Batsford;pdf;8.1;
Aperturas;Goeller Michael;Goeller Michael;2006;The Bishop's Opening;Ed Desconocido;pdf;0.3;
Aperturas;Golubev Mikhail;Golubev Mikhail;2001;The Sicilian Sozin;Ed Gambit;pdf;7.6;
Aperturas;Golubev Mikhail;Golubev Mikhail;2006;Understanding the King's Indian;Ed Gambit;pdf;9.3;
Aperturas;Greet Andrew;Greet Andrew;2008;Starting Out The Accelerated Dragon;Ed Everyman;pdf;14.2;
Aperturas;Greet Andrew;Greet Andrew;2009;Play the Queen’s Indian;Ed Everyman;pdf;7.1;
Aperturas;Greet Andrew;Greet Andrew;2009;Play the Ruy Lopez;Ed Everyman;pdf;8.5;
Aperturas;Greet Andrew;Greet Andrew;2011;Beating Unusual Chess Defences 1.e4;Ed Everyman;pdf;6.6;
Aperturas;Grivas Efstratios;Grivas Efstratios;2005;A complete guide to the Grivas Sicilian;Ed Gambit;pdf;6.4;
Aperturas;Grivas Efstratios;Grivas Efstratios;2006;Beating The Fianchetto Defences;Ed Gambit;pdf;7.8;
Aperturas;Gude Antonio;Gude Antonio;2009;El rey de los gambitos;Ed Tutor;pdf;11.9;
Aperturas;Gufeld Eduard & Kalinichenko;Gufeld Eduard;1997;An Opening Repertoire for the Positional Player;Ed Cadogan;pdf;7.3;
Aperturas;Gufeld Eduard & Lazarev Efim;Gufeld Eduard;1974;Defensa Siciliana Variante del Dragon;Ed Mr;pdf;8;051.
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;1994;Giuoco Piano;Ed Batsford;pdf;7.6;
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;1998;Caro Kann Smyslov system 4...Nd7;Ed Cadogan;pdf;5.3;
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;1999;The Classical French;Ed Batsford;pdf;4;
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;2001;La Variante del Dragón;Ed Tutor;pdf;46.1;
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;2001;Ultimate Dragon Volume 1;Ed Batsford;pdf;7.5;
Aperturas;Gufeld Eduard & Stetsko Oleg;Gufeld Eduard;2001;Ultimate Dragon Volume 2 Clasical and Other Variations;Ed Batsford;pdf;3.1;
Aperturas;Gufeld Eduard;Gufeld Eduard;1983;The Sicilian Defence;Ed Batsford;pdf;9.7;
Aperturas;Gufeld Eduard;Gufeld Eduard;1986;Queen's Gambit Accepted;Ed Batsford;pdf;2.4;
Aperturas;Gufeld Eduard;Gufeld Eduard;1989;The Sicilian for the Tournament Player;Ed Batsford;pdf;32.7;
Aperturas;Gufeld Eduard;Gufeld Eduard;1998;The Benko Gambit;Ed Batsford;pdf;1.8;
Aperturas;Gufeld Eduard;Gufeld Eduard;2000;The Art of the King's Indian;Ed Batsford;pdf;5.9;
Aperturas;Gurevich Mikhail;Gurevich Mikhail;1991;Queen's Indian Defence Kasparov System;Ed Batsford;pdf;1.8;
Aperturas;Gutman Lev;Gutman Lev;2001;The Scotch, 4 . . . Qh4 in the Scotch Game;Ed Batsford;pdf;19.5;
Aperturas;Gutman Lev;Gutman Lev;2004;The Budapest Fajarowicz Gambit;Ed Batsford;pdf;10.2;
Aperturas;Hall John & Cartier Jan;Hall John;1996;Modern King's indian attack;Ed Hays;pdf;6.6;
Aperturas;Hansen Carsten;Hansen Carsten;1999;Guide to the English Opening 1…e5;Ed Gambit;pdf;13.6;
Aperturas;Hansen Carsten;Hansen Carsten;2000;The Symmetrical English;Ed Gambit;pdf;3.6;
Aperturas;Hansen Carsten;Hansen Carsten;2002;The 4 e3 Nimzoindian;Ed Gambit;pdf;4.7;
Aperturas;Hansen Carsten;Hansen Carsten;2016;Miniatures in the Queen's Indian 4.g3;Ed Russell Enterprises;pdf;6.8;
Aperturas;Hansen Carsten;Hansen Carsten;2016;Miniatures in the Sicilian Najdorf;Ed Russell Enterprises;pdf;4.7;
Aperturas;Hansen Carsten;Hansen Carsten;2017;Miniatures in the Ruy Lopez Main Lines;Ed Russell Enterprises;pdf;7;
Aperturas;Hansen Carsten;Hansen Carsten;2017;The Chameleon Variation;Ed Russell Enterprises;pdf;18.8;
Aperturas;Harding Tim & Barden Leonard;Harding Tim;1987;Openings For The Club Player;Ed Batsford;pdf;7.1;
Aperturas;Harding Tim & Markland P.;Harding Tim;1975;The Sicilian Richter-Rauzer;Ed Batsford;pdf;4.5;
Aperturas;Harding Tim & Wade R.;Harding Tim;1974;The Marshall Attack;Ed Batsford;pdf;12.5;
Aperturas;Harding Tim;Harding Tim;1979;Colle, London and Blackmar Diemer Systems;Ed Batsford;pdf;2.2;
Aperturas;Harding Tim;Harding Tim;1991;The Classical French;Ed Batsford;pdf;3.2;
Aperturas;Harding Tim;Harding Tim;1995;Nimzowitsch Defence;Ed Batsford;pdf;3.3;
Aperturas;Hartston William;Hartston William;1973;The Benoni;Ed Batsford;pdf;3.8;
Aperturas;Heine Nielsen & Carsten Hansen;Heine Nielsen;1998;The Sicilian Accelerated Dragon;Ed Batsford;pdf;14.1;
Aperturas;Henley Ron & Hodges Paul;Henley Ron;1993;Archangel a Defense against the Ruy Lopez;Ed R&D;pdf;1.8;
Aperturas;Henley Ron & Hodges Paul;Henley Ron;1993;The King's Indian Attack;Ed R&D;pdf;6.6;
Aperturas;Hillarp Tiger;Hillarp Tiger;2005;Tiger's Modern;Ed Quality Chess;pdf;16;
Aperturas;Hilton Jonathan & Ippolito Dean;Hilton Jonathan;2010;Wojo Weapons;Ed Mongoose;pdf;9.1;
Aperturas;Hodgson Julian & Day Lawrence;Hodgson Julian;1985;Grand Prix Attack f4 against the Sicilian;Ed Batsford;pdf;7.8;
Aperturas;Hoffmann Asa & Keener Greg;Hoffmann Asa;2014;The Czech Benoni in Action;Ed Mongoose;pdf;18.2;
Aperturas;Ilic Zoran;Ilic Zoran;1998;The Sicilian with Qb6;Ed Batsford;pdf;3.2;
Aperturas;Informador;Informador;1975;Encyclopedia of Chess Openings Volume B 1th;Ed Chess Informant;pdf;39.6;
Aperturas;Informador;Informador;1975;Encyclopedia of Chess Openings Volume B 2nd;Ed Chess Informant;pdf;25;
Aperturas;Informador;Informador;1975;Small Encyclopedia of Chess Openings 3ed;Ed Chess Informant;pdf;10.6;
Aperturas;Informador;Informador;1976;Encyclopedia of Chess Openings Volume D 2nd;Ed Chess Informant;pdf;13.3;
Aperturas;Informador;Informador;1979;Encyclopedia of Chess Openings Volume A 2nd;Ed Chess Informant;pdf;31.4;
Aperturas;Informador;Informador;1993;D44 Beliavsky Alexander & Mikhalchishin Adrian, Queen's gambit;Ed Chess Informant;pdf;6.4;
Aperturas;Informador;Informador;1994;B17 Karpov Anatoly, Caro-Kann;Ed Chess Informant;pdf;9.3;
Aperturas;Informador;Informador;1994;C42 Yusupov Arthur, Defensa Petrov;Ed Chess Informant;pdf;9.4;
Aperturas;Informador;Informador;1994;C80 a C81 Korchnoi Victor, Ruy Lopez;Ed Chess Informant;pdf;3.3;
Aperturas;Informador;Informador;1994;C82  Korchnoi Victor, Ruy Lopez;Ed Chess Informant;pdf;7.2;
Aperturas;Informador;Informador;1994;C94 a C95 Romanishin & Byhovskij, Ruy Lopez;Ed Chess Informant;pdf;8.3;
Aperturas;Informador;Informador;1995;B75 a B76 Tivjakov, Defensa Siciliana;Ed Chess Informant;pdf;13.9;
Aperturas;Informador;Informador;1995;C05 a C06 Bareev, Defensa Francesa;Ed Chess Informant;pdf;12.1;
Aperturas;Informador;Informador;1995;E97 Gurevich Mikhail, Defensa India de Rey;Ed Chess Informant;pdf;9;
Aperturas;Informador;Informador;1996;A57 Karpov Anatoly, Gambito Volga;Ed Chess Informant;pdf;12.6;
Aperturas;Informador;Informador;1996;B66 Anand, Defensa Siciliana;Ed Chess Informant;pdf;15.6;
Aperturas;Informador;Informador;1996;B67 a B69 Van der Wiel, Defensa Siciliana;Ed Chess Informant;pdf;12;
Aperturas;Informador;Informador;1996;D16 a D19 Ribli Zoltan, Defensa Eslava;Ed Chess Informant;pdf;14;
Aperturas;Informador;Informador;2006;Encyclopedia of Chess Openings Volume C 5th;Ed Chess Informant;pdf;13.1;
Aperturas;Informador;Informador;2008;Encyclopedia of Chess Openings Volume E 4th;Ed Chess Informant;pdf;19.6;
Aperturas;Ivanisevic I & Perunovic M & Markus R;Ivanisevic I;2016;The Taimanov Bible;Ed Thinkers Publishing;pdf;140.1;
Aperturas;Jacobs Byron & Kinsman Andrew;Jacobs Byron;1999;The Benko Gambit;Ed Batsford;pdf;7.6;
Aperturas;Jacobs Byron & Tait Jonathan;Jacobs Byron;2001;Nimzo-Larsen Attack;Ed Everyman;pdf;10.9;
Aperturas;Jacobs Byron;Jacobs Byron;1992;The Complete Kings Indian;Ed Batsford;pdf;17.4;
Aperturas;Jacobs Byron;Jacobs Byron;2007;La Defensa Francesa;Ed La Casa del Ajedrez;pdf;16.6;
Aperturas;Janjgava Lasha;Janjgava Lasha;2000;The Queen’s Gambit & Catalan for Black;Ed Gambit;pdf;22.9;
Aperturas;Janjgava Lasha;Janjgava Lasha;2001;The Petroff;Ed Gambit;pdf;6.1;
Aperturas;Janjgava Lasha;Janjgava Lasha;2003;King's Indian and Grunfeld  Fianchetto Lines;Ed Gambit;pdf;5.6;
Aperturas;Johnsen Sverre & Bern Ivar;Johnsen Sverre;2009;Win with the Stonewall Dutch;Ed Gambit;pdf;29;
Aperturas;Johnsen Sverre & Johannessen Leif;Johnsen Sverre;2007;Ruy lopez a guide for Black;Ed Gambit;pdf;4.7;
Aperturas;Johnsen Sverre & Kovacevic;Johnsen Sverre;2005;Win with the London System;Ed Gambit;pdf;15.7;
Aperturas;Jones Gawain & Rowson Jonathan;Jones Gawain;2011;Pirc & Modern defence B06 a B09;Ed Desconocido;pdf;0.3;
Aperturas;Kalinichenko Nikolay;Kalinichenko Nikolay;1996;Modern Chess Opening Semi Open Games;Ed Planeta Press;pdf;13.7;
Aperturas;Kalinin Alexander;Kalinin Alexander;2003;Defensa Siciliana Práctica moderna;Ed Russian Chess House;pdf;30.9;
Aperturas;Kardovian Alexey;Kardovian Alexey;1973;Ajedrez, El razonamiento en las aperturas;Ed Caymi;pdf;38.4;
Aperturas;Karolyi Tibor;Karolyi Tibor;2018;Play the Dutch!  Part 1;Ed Chess Evolution;pdf;30.7;
Aperturas;Karolyi Tibor;Karolyi Tibor;2018;Play the Dutch!  Part 2;Ed Chess Evolution;pdf;30.9;
Aperturas;Karolyi Tibor;Karolyi Tibor;2018;The Exchange Queen's Gambit for Black;Ed Chess Evolution;pdf;31.8;
Aperturas;Karpov Anatoly & Podgaets Mijail;Karpov Anatoly;2006;Caro Kann Defence Advance Variation and Gambit System;Ed Batsford;pdf;6.1;
Aperturas;Karpov Anatoly & Podgaets Mijail;Karpov Anatoly;2006;Caro Kann Defence Panov Attack;Ed Batsford;pdf;16.3;
Aperturas;Karpov Anatoly & Podgaets Mijail;Karpov Anatoly;2008;La defensa Caro-Kann, Volumen 1;Ed Tutor;pdf;20;
Aperturas;Karpov Anatoly & Podgaets Mijail;Karpov Anatoly;2008;La defensa Caro-Kann, Volumen 2;Ed Tutor;pdf;22.7;
Aperturas;Karpov Anatoly & Podgaets Mikhail;Karpov Anatoly;2006;Caro Kann  Panov's Attack;Ed Batsford;pdf;16.3;
Aperturas;Kasparov Garry & Keene Raymond;Kasparov Garry;1995;Batsford Chess Openings 2;Ed Batsford;pdf;11.8;
Aperturas;Kasparov Garry & Nikitin Aleksander;Kasparov Garry;1991;The Sicilian Scheveningen;Ed Batsford;pdf;3.9;
Aperturas;Kasparov Sergey;Kasparov Sergey;2012;The Dynamic Benko Gambit;Ed New in Chess;pdf;13.9;
Aperturas;Kasparov Sergey;Kasparov Sergey;2015;Understanding the scandinavian;Ed Gambit;pdf;11.3;
Aperturas;Kaufman Larry;Kaufman Larry;2014;Sabotage the Grünfeld;Ed New in Chess;pdf;7.6;
Aperturas;Keene Raymond & Botterill G.S.;Keene Raymond;1972;The Modern Defence;Ed Batsford;pdf;18.3;
Aperturas;Keene Raymond & Levy David;Keene Raymond;1976;An Opening  Repertoire for the Attacking Player;Ed Mason;pdf;5.4;
Aperturas;Keene Raymond & Levy David;Keene Raymond;1995;Las aperturas, eleccion y desarrollo;Ed Hispano Europea;pdf;29;
Aperturas;Keene Raymond & Plaskett James & Tisdall Jon;Keene Raymond;1987;The English Defence;Ed Batsford;pdf;1.8;
Aperturas;Keene Raymond & Schiller Eric;Keene Raymond;1991;Winning with the HyperModern;Ed Batsford;pdf;4.9;
Aperturas;Keene Raymond & Taulbut Shaun;Keene Raymond;1989;How to Play the Caro Kann Defence;Ed Batsford;pdf;2.9;
Aperturas;Keene Raymond;Keene Raymond;1985;Evolution of Opening Theory From Philidor To Kasparov;Ed Pergamon;pdf;4.2;
Aperturas;Keene Raymond;Keene Raymond;1986;Nimzowitsch Larsen Attack;Ed Batsford;pdf;2.3;
Aperturas;Keene Raymond;Keene Raymond;1988;Flank-Openings;Ed British Chess Magazine;pdf;4.9;
Aperturas;Keene Raymond;Keene Raymond;1992;Winning with the NimzoIndian;Ed Batsford;pdf;8.3;
Aperturas;Keilhack Harald;Keilhack Harald;2003;Knight on the Left 1.Nc3;Ed Schachverlag Kania;pdf;8.4;
Aperturas;Keres Paul;Keres Paul;1954;Manual de las Aperturas Abiertas;Ed Grabo;pdf;28.4;
Aperturas;Keres Paul;Keres Paul;1954;Manual de las aperturas,  Aperturas abiertas;Ed Grabo;pdf;7;
Aperturas;Keres Paul;Keres Paul;1972;El Gambito de Rey;Ed Mr;pdf;9.7;022.
Aperturas;Khalifma Alexander;Khalifma Alexander;2001;Opening for black acording to Karpov;Ed Chess Stars;pdf;5.8;
Aperturas;Khalifman Alexander & Soloviov Sergei;Khalifman Alexander;2020;Squeezing the Sicilian The Alapin Variation;Ed Chess Stars;pdf;54.7;
Aperturas;Khalifman Alexander;Khalifman Alexander;2001;Opening for white according to Kramnik 1.Nf3 3;Ed Chess Stars;pdf;5.6;
Aperturas;Khalifman Alexander;Khalifman Alexander;2002;Opening for white according to Kramnik 1.Nf3 4;Ed Chess Stars;pdf;19.2;
Aperturas;Khalifman Alexander;Khalifman Alexander;2002;Opening for white according to Kramnik 1.Nf3 5;Ed Chess Stars;pdf;4;
Aperturas;Khalifman Alexander;Khalifman Alexander;2003;Opening for White according to Anand 1.e4 Vol. 01;Ed Chess Stars;pdf;7.1;
Aperturas;Khalifman Alexander;Khalifman Alexander;2003;Opening for White according to Anand 1.e4 Vol. 02;Ed Chess Stars;pdf;12.8;
Aperturas;Khalifman Alexander;Khalifman Alexander;2003;Opening for White according to Anand 1.e4, Vol. 1;Ed Chess Stars;pdf;17.1;
Aperturas;Khalifman Alexander;Khalifman Alexander;2004;Opening for White according to Anand 1.e4 Vol. 03;Ed Chess Stars;pdf;11.4;
Aperturas;Khalifman Alexander;Khalifman Alexander;2005;Opening for White according to Anand 1.e4 Vol. 04;Ed Chess Stars;pdf;23.5;
Aperturas;Khalifman Alexander;Khalifman Alexander;2005;Opening for White according to Anand 1.e4 Vol. 05;Ed Chess Stars;pdf;8.3;
Aperturas;Khalifman Alexander;Khalifman Alexander;2006;Opening for White according to Anand 1.e4 Vol. 06;Ed Chess Stars;pdf;7.3;
Aperturas;Khalifman Alexander;Khalifman Alexander;2006;Opening for White according to Anand 1.e4 Vol. 07;Ed Chess Stars;pdf;15.6;
Aperturas;Khalifman Alexander;Khalifman Alexander;2006;Opening for White according to Anand 1.e4 Vol. 08;Ed Chess Stars;pdf;7;
Aperturas;Khalifman Alexander;Khalifman Alexander;2006;Opening for white according to Kramnik 1.Nf3 1a;Ed Chess Stars;pdf;18.6;
Aperturas;Khalifman Alexander;Khalifman Alexander;2006;Opening for white according to Kramnik 1.Nf3 1b;Ed Chess Stars;pdf;10.6;
Aperturas;Khalifman Alexander;Khalifman Alexander;2007;Opening for White according to Anand 1.e4 Vol. 09;Ed Chess Stars;pdf;7.3;
Aperturas;Khalifman Alexander;Khalifman Alexander;2007;Opening for White according to Anand 1.e4 Vol. 10;Ed Chess Stars;pdf;4.7;
Aperturas;Khalifman Alexander;Khalifman Alexander;2008;Opening for white according to Kramnik 1.Nf3 2;Ed Chess Stars;pdf;4.4;
Aperturas;Khalifman Alexander;Khalifman Alexander;2009;Opening for White according to Anand 1.e4 Vol. 11;Ed Chess Stars;pdf;28;
Aperturas;Khalifman Alexander;Khalifman Alexander;2009;Opening for White according to Anand 1.e4 Vol. 12;Ed Chess Stars;pdf;7.5;
Aperturas;Khalifman Alexander;Khalifman Alexander;2010;Opening for White according to Anand 1.e4 Vol. 13;Ed Chess Stars;pdf;10.5;
Aperturas;Khodarkovsky Michael;Khodarkovsky Michael;2003;The Gruenfeld defence revealed;Ed Batsford;pdf;7.9;
Aperturas;Kinderman Stefan;Kinderman Stefan;2005;Leningrad System;Ed Olms;pdf;15.9;
Aperturas;Kindermann Stefan;Kindermann Stefan;2005;The Spanish Exchange Variation;Ed Edition Olms;pdf;16.8;
Aperturas;King Daniel & Ponzetto Pietro;King Daniel;1993;Mastering the Spanish;Ed Batsford;pdf;6.3;
Aperturas;King Daniel;King Daniel;1999;English Defence;Ed Everyman;pdf;9.3;
Aperturas;Kinlav Jon;Kinlav Jon;1981;Sicilian Keres Attack;Ed Batsford;pdf;3.1;
Aperturas;Kinsman Andrew;Kinsman Andrew;1998;The Spanish Exchange;Ed Batsford;pdf;4;
Aperturas;Konikowski Jerzy & Soszynki Marek;Konikowski Jerzy;2005;The Fearsome Four Pawns Attack;Ed Russell Enterprises;pdf;4.2;
Aperturas;Konikowski Jerzy & Soszynki Marek;Konikowski Jerzy;2009;1.b4 Theory & Practice;Ed Russell Enterprises;pdf;33.9;
Aperturas;Konikowski Jerzy & Soszynski Marek;Konikowski Jerzy;2018;Sabotaging the Sicilian, French and Caro-Kann with 2.b3;Ed Russell Enterprises;pdf;4.3;
Aperturas;Konstantinopolsky Lepeshkin;Konstantinopolsky Lepeshkin;1986;Vienna Game;Ed Batsford;pdf;9.5;
Aperturas;Kopec Danny;Kopec Danny;2001;Mastering the Sicilian;Ed Batsford;pdf;5.7;
Aperturas;Korchnoi Viktor & Zak Vladimir;Korchnoi Viktor;1974;King's gambit;Ed Collier Books;pdf;10.6;
Aperturas;Kornev Alexei;Kornev Alexei;2013;A Practical White Repertoire with 1.d4 and 2.c4 Vol 2;Ed Chess Stars;pdf;7.4;
Aperturas;Kornev Alexei;Kornev Alexei;2015;Rossolimo and friends;Ed Chess Stars;pdf;15.6;
Aperturas;Kornev Alexei;Kornev Alexei;2016;A Practical Black Repertoire King's indian;Ed Chess Stars;pdf;20.8;
Aperturas;Kosten Tony;Kosten Tony;1988;Mastering the NimzoIndian with the Read and Play Method;Ed Batsford;pdf;2.7;
Aperturas;Kosten Tony;Kosten Tony;1992;Winning with the Philidor;Ed Batsford;pdf;11.6;
Aperturas;Kosten Tony;Kosten Tony;2001;The Laviatan Gambit Lives!;Ed Batsford;pdf;17.4;
Aperturas;Kosten Tony;Kosten Tony;2008;The Dynamic English;Ed Gambit;pdf;3.8;
Aperturas;Kotronias  Vassilios;Kotronias  Vassilios;2019;Fight 1.d4 with the Tarrasch!;Ed Russell Enterprises;pdf;77.3;
Aperturas;Kotronias Vassilios & Tzermiadiianos Andreas;Kotronias Vassilios;2004;Beating the Petroff;Ed Batsford;pdf;16.5;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;1994;Beating the Caro-Kann;Ed Batsford;pdf;4.7;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;1996;Beating the Flank Openings;Ed Batsford;pdf;10.3;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;2014;Grandmaster Repertoire 18 Siciliana Sveshnikov;Ed Quality Chess;pdf;45.2;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;2015;King's Indian 2 Mar del Plata I-2015;Ed Quality Chess;pdf;17.3;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;2015;King's Indian 3 Mar del Plata II-2015;Ed Quality Chess;pdf;12.2;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;2016;Kotronia's on the King's Indians 4. Classical System;Ed Quality Chess;pdf;25.9;
Aperturas;Kotronias Vassilios;Kotronias Vassilios;2017;Kotronia's on the King's Indians 5. Sämisch & The Rest;Ed Quality Chess;pdf;39.2;
Aperturas;Krasenkow Michal;Krasenkow Michal;1995;The Open Spanish;Ed Cadogan;pdf;10.1;
Aperturas;Krasenkow Michal;Krasenkow Michal;1996;The Sveshnikov Sicilian;Ed Cadogan;pdf;7.8;
Aperturas;Kravtsiv Martyn;Kravtsiv Martyn;2020;The Italian Renaissance;I The Main Lines;pdf;42.3;Qual
Aperturas;Kravtsiv Martyn;Kravtsiv Martyn;2020;The Italian Renaissance;II The Main Lines;pdf;36.2;Qual
Aperturas;Krizsany Laszlo & Videki Sandor;Krizsany Laszlo;1999;Alekhine Defence;Ed Caissa;pdf;7.3;
Aperturas;Kuzmin Alexey;Kuzmin Alexey;2016;The Zaitsev System;Ed New in Chess;pdf;16.5;
Aperturas;Lalic Bogdan & Okhotnik Vladimir;Lalic Bogdan;2005;Carpathian Warrior;Ed Publishers Padyaka;pdf;48.3;
Aperturas;Lalic Bogdan;Lalic Bogdan;1997;Grunfeld for the Attacking Player;Ed Batsford;pdf;7.6;
Aperturas;Lalic Bogdan;Lalic Bogdan;1998;The Budapest Gambit;Ed Batsford;pdf;7.7;
Aperturas;Lalic Bogdan;Lalic Bogdan;2001;Classical Nimzo Indian The Ever Popular 4 Qc2;Ed Gambit;pdf;6.7;
Aperturas;Lalic Bogdan;Lalic Bogdan;2003;The Marshall attack;Ed Everyman;pdf;10.7;
Aperturas;Lamford Paul;Lamford Paul;1983;Albin Counter Gambit;Ed Batsford;pdf;10.6;
Aperturas;Lane Gary;Lane Gary;1985;Blackmar Diemer Gambit;Ed Batsford;pdf;2.9;
Aperturas;Lane Gary;Lane Gary;1994;Beating the French;Ed Batsford;pdf;6.3;
Aperturas;Lane Gary;Lane Gary;1994;Winning with the scotch;Ed Batsford;pdf;6.2;
Aperturas;Lane Gary;Lane Gary;1997;The Grand Prix Attack;Ed Batsford;pdf;9.6;
Aperturas;Lane Gary;Lane Gary;2001;The Ultimate Closed Sicilian;Ed Batsford;pdf;5.5;
Aperturas;Lane Gary;Lane Gary;2001;The Ultimate Colle;Ed Batsford;pdf;9.1;
Aperturas;Lane Gary;Lane Gary;2002;Ideas Behind Modern Chess Openings White;Ed Batsford;pdf;6.1;
Aperturas;Lane Gary;Lane Gary;2004;The Bishop's Opening Explained;Ed Batsford;pdf;5.1;
Aperturas;Lane Gary;Lane Gary;2005;Ideas Behind Modern Chess Openings Black;Ed Batsford;pdf;8.7;
Aperturas;Lane Gary;Lane Gary;2005;The Scotch Game Explained;Ed Batsford;pdf;11.3;
Aperturas;Langrock Hannes;Langrock Hannes;2011;The Modern Morra Gambit;Ed Russell Enterprises;pdf;11.9;
Aperturas;Lapshun Yury & Conticello Nick;Lapshun Yury;2008;Play 1.b4!;Ed Everyman;pdf;4.4;
Aperturas;Lapshun Yury & Conticello Nick;Lapshun Yury;2009;Seven Ways to Smash the Sicilian;Ed Everyman;pdf;10.8;
Aperturas;Larsen Bent & Zeuthen Steffen;Larsen Bent;1979;Zero Hour for Operative Opening Models;Ed Dansk;pdf;12.8;
Aperturas;Larsen Bent;Larsen Bent;1979;Teoria y Practica de los Juegos Abiertos;Ed Hache~Efe;pdf;4.6;
Aperturas;Lemos Damian;Lemos Damian;2014;The Fianchetto System;Ed Everyman;pdf;1.1;
Aperturas;Levy David & O'Connell Kevin;Levy David;1987;How to Play the Sicilian Defence;Ed Batsford;pdf;14;
Aperturas;Levy David;Levy David;1974;Sacrifices in the Sicilian;Ed Batsford;pdf;9.5;
Aperturas;Levy David;Levy David;1975;Sicilian Accelerated Dragons;Ed Batsford;pdf;2.9;
Aperturas;Levy David;Levy David;1981;Sicilian Dragon Classical and Levenfish Variations;Ed Batsford;pdf;2.7;
Aperturas;Lowinger Daniel;Lowinger Daniel;2013;The 3...Qd8 Scandinavian Simple and Strong;Ed Russell Enterprises;pdf;5.5;
Aperturas;Lysyj Igor & Ovetchkin Roman;Lysyj Igor;2012;The Berlin Defence;Ed Chess Stars;pdf;4.7;
Aperturas;Lysyj Igor & Ovetchkin Roman;Lysyj Igor;2012;The Open Games for Black;Ed Chess Stars;pdf;4.2;
Aperturas;Lysyj Igor & Ovetchkin Roman;Lysyj Igor;2017;The hedgehog vs the English & Reti;Ed Chess Stars;pdf;16.2;
Aperturas;López Esnaola Benito;López Esnaola Benito;1957;El Gambito de Rey Aceptado;Ed Aguilera;pdf;2.9;
Aperturas;López Esnaola Benito;López Esnaola Benito;1957;La defensa India de rey;Ed Aguilera;pdf;20.2;
Aperturas;Marchisotti Eduardo Jorge;Marchisotti Eduardo Jorge;1947;Estratagemas y Celadas en las Aperturas;Ed Caissa;pdf;43.3;
Aperturas;Marchisotti Eduardo Jorge;Marchisotti Eduardo Jorge;1974;Ajedrez-Estratagemas y celadas en las aperturas;Ed Hache Efe;pdf;13.8;
Aperturas;Marin Mihail;Marin Mihail;2009;Grandmaster Repertoire 3. The English Opening vol 1;Ed Quality Chess;pdf;13.3;
Aperturas;Marin Mihail;Marin Mihail;2010;Grandmaster Repertoire 4. The English Opening vol 2;Ed Quality Chess;pdf;11;
